Raf	Mek	Plcg	PIP2	PIP3	Erk	Akt	PKA	PKC	P38	Jnk
1.593	1.199	1.217	1.360	1.238	1.041	1.461	2.493	0.574	0.898	0.922
1.836	1.387	1.316	1.805	1.418	1.433	1.520	2.593	0.473	1.134	1.762
1.777	1.602	0.809	2.292	1.413	1.980	2.155	3.230	1.225	1.676	1.223
1.945	1.828	1.562	1.769	2.076	1.104	1.559	2.632	1.582	2.134	1.746
1.117	1.049	1.625	2.188	1.809	1.324	1.543	2.378	0.731	1.236	1.867
1.996	1.703	1.164	1.883	1.477	0.593	1.079	2.535	1.134	1.468	1.079
1.727	1.270	1.356	1.746	1.324	1.246	1.236	2.652	1.465	1.644	1.340
2.137	1.699	0.918	1.465	1.161	0.844	1.253	2.449	0.621	1.371	2.090
1.648	1.297	1.297	1.953	1.679	0.593	1.276	2.820	0.632	1.336	2.100
2.407	1.933	1.301	1.863	1.543	0.859	1.230	2.508	1.104	1.324	1.418
1.742	1.398	1.496	1.992	1.547	0.477	0.781	1.441	0.746	1.258	0.871
1.871	1.539	1.143	1.236	1.033	0.969	1.512	3.109	1.562	1.863	1.528
2.068	1.691	0.000	2.598	1.520	1.086	1.446	2.738	0.378	1.344	1.992
1.648	1.422	1.121	1.844	1.114	1.199	1.286	2.364	1.550	1.738	1.438
1.942	1.738	1.312	2.246	1.528	1.013	1.348	2.629	1.433	1.438	0.238
1.508	1.173	1.137	1.111	1.190	0.957	1.332	2.723	0.996	1.367	1.980
1.571	1.161	1.430	1.238	1.121	1.382	1.500	2.477	1.086	1.535	1.265
1.707	1.387	1.836	2.137	1.707	1.356	1.605	2.695	1.629	1.871	2.301
1.468	1.310	1.547	1.520	1.590	1.427	1.672	2.531	1.516	1.731	1.281
1.684	0.871	1.190	2.041	1.688	0.579	1.230	2.684	0.848	1.496	1.965
1.812	1.543	0.774	1.053	1.418	1.836	2.025	2.789	1.179	1.605	1.430
1.516	1.378	1.375	1.274	0.766	1.524	1.742	2.906	1.185	1.571	1.332
1.422	1.230	1.715	1.679	0.914	1.360	1.579	2.410	1.707	1.856	1.446
1.844	1.531	1.382	1.856	1.246	1.121	1.391	2.422	1.258	1.617	1.371
1.660	1.262	0.938	1.265	1.809	1.025	1.173	2.632	1.207	1.413	1.021
2.117	1.571	1.281	1.988	1.480	1.382	1.468	2.496	1.204	1.281	1.265
2.025	1.582	0.961	1.382	1.508	1.262	1.484	2.836	1.083	1.449	1.292
1.836	1.449	1.215	2.161	1.217	1.029	1.375	2.758	0.621	1.489	1.777
1.774	1.427	1.004	1.922	0.215	0.832	1.332	2.539	0.621	1.367	1.528
1.672	1.230	1.625	1.851	1.648	1.033	1.758	2.731	1.430	1.699	1.185
1.754	1.555	0.961	1.489	1.188	1.579	2.021	3.211	1.336	1.484	1.297
1.453	1.100	1.324	1.496	1.656	1.559	1.781	2.922	0.621	1.199	1.957
1.547	1.281	1.456	1.820	1.781	0.433	1.324	2.777	0.504	1.155	1.957
1.672	1.382	1.250	2.410	1.879	0.890	1.465	2.980	1.033	1.484	1.061
1.801	1.276	1.312	1.188	0.969	1.324	2.053	3.043	1.375	1.750	1.124
1.797	1.324	0.781	2.320	1.394	0.703	1.265	2.766	0.446	1.093	0.918
1.152	1.068	1.394	1.590	1.801	0.785	1.152	2.550	1.029	1.480	1.025
1.731	1.316	1.215	1.185	0.155	1.083	1.265	2.707	0.985	1.727	2.336
1.836	1.441	1.243	1.914	1.270	0.836	1.382	2.555	0.041	1.789	1.149
2.076	1.809	1.021	1.731	1.456	0.938	1.524	3.394	0.473	1.504	1.894
1.621	1.045	1.173	1.270	1.824	0.832	1.531	2.844	1.124	1.348	1.045
1.652	1.336	1.176	1.688	1.632	0.413	1.320	2.617	1.143	1.438	0.996
1.859	1.590	0.000	2.738	1.049	0.566	1.137	2.535	1.185	1.602	1.262
1.727	1.539	0.461	0.045	2.883	0.938	1.104	2.340	1.391	1.805	2.137
1.504	1.276	1.942	2.114	1.496	0.879	1.391	2.719	0.976	1.375	1.212
2.068	1.774	1.033	2.453	1.364	1.324	1.484	2.484	0.851	1.324	1.512
1.656	1.516	1.430	2.137	1.574	0.489	1.061	2.812	0.367	1.500	1.758
1.668	1.477	1.111	1.223	1.152	1.004	1.223	2.418	1.512	1.985	1.410
1.484	0.949	2.212	2.579	1.875	1.121	1.217	2.711	1.290	1.422	1.250
1.621	1.079	1.045	1.461	1.555	0.797	1.360	1.387	0.446	1.188	1.922
2.009	1.582	1.574	2.387	1.867	1.173	1.185	2.668	0.723	1.484	2.086
1.520	1.418	1.375	2.225	1.636	2.061	2.320	2.898	1.301	1.258	1.093
1.644	1.524	1.196	1.328	1.190	0.890	1.281	2.644	0.371	1.243	1.918
1.185	1.173	1.276	1.250	1.149	1.340	1.375	2.468	0.918	1.253	1.029
1.933	1.496	0.985	1.867	1.033	0.774	1.253	2.644	1.348	1.668	1.516
1.512	1.433	1.356	1.352	1.352	1.340	1.520	2.707	1.324	1.528	0.965
1.738	1.286	1.559	1.699	1.453	1.083	1.461	2.468	1.207	1.441	1.176
1.602	1.375	1.155	1.297	1.137	0.238	0.754	1.225	1.371	1.629	1.061
1.562	1.217	1.190	1.508	0.976	0.524	0.734	2.410	1.430	1.672	1.820
1.723	1.699	1.535	1.980	1.856	1.468	1.812	2.656	1.090	1.344	1.328
1.910	1.789	1.310	1.413	1.137	1.610	1.699	2.625	1.049	1.453	1.161
1.130	1.477	1.394	2.407	1.789	1.473	1.648	2.364	1.286	1.547	1.179
1.243	1.468	1.438	1.360	1.382	1.352	1.465	2.625	1.430	1.644	0.629
1.582	1.413	1.660	1.598	1.117	1.305	1.629	2.559	0.535	1.114	1.723
2.017	1.418	1.057	1.076	1.344	0.980	1.176	2.543	0.134	1.504	0.000
1.571	1.083	1.496	1.340	1.000	1.079	1.348	2.571	0.524	1.017	1.879
1.719	1.613	1.398	1.731	1.286	0.996	1.301	2.785	0.000	1.723	0.949
1.906	1.407	1.072	1.985	0.985	0.441	1.270	1.124	1.305	1.602	1.230
2.356	1.625	1.212	1.797	1.068	0.378	1.418	2.750	0.356	1.449	1.312
1.524	0.648	1.236	1.477	1.456	1.461	1.746	2.632	1.446	1.574	1.097
1.504	1.204	0.890	1.382	1.933	0.758	0.848	2.465	1.025	1.480	1.083
1.867	1.403	1.188	2.079	1.100	0.679	1.274	2.648	0.676	1.185	2.057
1.742	1.746	0.980	2.711	1.731	0.903	1.185	2.836	1.155	1.427	1.061
1.574	1.340	0.867	1.367	1.762	0.949	1.155	2.574	1.265	1.664	1.547
1.398	1.217	0.969	1.290	0.547	2.025	2.236	3.234	1.053	1.356	1.223
1.848	1.520	0.914	2.699	1.969	1.679	1.945	3.023	0.403	1.083	1.942
1.493	1.305	1.378	2.602	2.041	0.961	1.121	2.754	1.496	1.906	2.025
1.676	1.149	0.969	1.310	1.418	0.797	0.918	2.585	1.155	1.403	1.173
1.938	1.691	1.253	0.691	1.185	1.033	1.230	2.453	1.328	1.571	1.049
2.079	1.656	1.270	2.053	1.407	1.217	1.582	3.047	1.204	1.496	0.816
1.711	1.579	1.301	1.286	1.410	1.021	1.648	2.883	1.243	1.566	1.155
1.441	1.418	1.262	1.812	1.644	1.332	1.489	3.063	1.258	1.493	0.953
1.625	1.225	1.217	2.212	0.942	1.104	1.484	2.644	0.996	1.246	1.246
1.508	1.453	1.598	1.407	1.061	1.167	1.391	2.504	1.391	1.644	1.297
1.582	1.382	1.449	1.344	1.477	1.407	1.679	3.074	1.403	1.731	1.593
1.746	1.430	1.456	0.976	1.699	1.398	1.636	2.640	0.585	1.292	1.582
1.676	1.407	1.190	1.550	0.562	1.173	1.265	2.867	0.688	1.188	1.883
1.610	1.236	1.179	1.190	0.559	1.068	1.324	2.711	1.387	1.699	2.076
1.025	1.149	1.453	1.253	1.093	1.246	1.410	2.562	0.660	1.097	1.605
1.965	1.480	1.223	1.886	1.746	0.898	1.430	2.750	0.430	1.124	1.789
1.524	1.104	1.332	1.684	1.360	1.344	1.473	2.441	0.539	1.053	1.387
1.410	0.894	1.617	1.468	1.407	1.246	1.456	2.520	1.161	1.441	1.140
1.801	1.512	1.344	2.465	1.547	0.617	0.918	2.215	1.140	1.441	0.009
1.816	1.461	1.076	2.017	1.456	1.134	1.340	2.528	1.124	1.524	1.243
1.711	1.774	1.625	2.250	1.820	0.762	1.356	2.711	0.992	1.262	0.602
1.816	1.684	1.253	1.969	1.403	0.969	1.076	2.691	0.456	1.196	1.758
1.124	1.316	1.270	2.167	1.550	1.840	2.041	3.106	0.758	1.217	1.225
2.057	1.598	1.149	1.875	1.520	0.828	1.367	2.867	1.124	1.547	1.104
2.149	1.816	1.668	2.441	2.049	1.602	1.750	2.871	1.176	1.427	1.316
1.640	1.286	1.375	1.539	1.297	1.301	1.555	2.785	0.130	1.969	0.922
0.582	1.164	1.199	0.949	1.013	1.100	1.430	2.489	1.668	1.890	1.652
1.969	1.906	1.328	1.236	1.265	1.456	1.636	2.493	0.914	1.265	0.723
1.699	1.449	1.348	1.456	1.286	0.988	1.593	3.168	1.473	1.777	1.356
1.953	1.230	1.320	1.933	1.473	0.000	0.500	2.394	1.212	1.461	1.292
1.236	1.179	1.328	1.344	1.301	1.320	1.446	2.579	1.104	1.413	0.531
1.640	1.427	1.367	1.894	1.640	1.061	1.100	2.684	1.045	1.493	0.957
1.281	1.190	0.640	0.996	1.348	1.033	1.212	2.691	0.930	1.446	1.215
2.290	1.781	1.508	1.057	1.648	0.656	1.124	1.453	1.199	1.413	1.316
1.945	1.528	1.079	1.750	1.223	1.000	1.212	2.610	1.190	1.585	1.045
1.965	1.571	1.348	2.164	1.286	1.281	1.571	2.512	1.149	1.441	1.207
1.598	1.076	1.286	2.742	1.883	1.217	1.438	2.562	1.134	1.391	1.207
1.969	1.562	0.969	2.543	1.590	1.061	1.286	2.550	0.933	1.100	1.371
1.262	0.613	1.161	2.173	1.398	1.276	1.598	2.550	0.676	1.243	1.828
1.801	1.356	1.033	2.025	1.562	1.758	1.969	3.020	1.176	1.504	1.057
1.640	1.140	0.344	2.500	1.391	1.176	1.496	2.918	1.090	1.364	1.072
0.914	1.230	1.324	1.933	1.496	1.217	1.430	2.484	1.371	1.585	0.949
1.427	1.230	0.130	2.562	1.250	1.149	1.723	3.230	1.013	1.316	1.143
1.703	1.449	1.691	1.781	1.621	1.500	1.715	3.086	0.933	1.727	1.097
1.926	1.539	0.711	1.199	1.155	1.130	1.332	2.543	0.539	1.083	1.793
1.797	1.382	1.320	1.111	1.364	1.610	1.969	3.254	0.621	1.100	1.969
1.805	1.336	1.188	1.593	0.949	2.000	2.367	3.391	1.149	1.512	1.161
1.636	1.336	0.938	1.684	1.629	0.953	1.173	2.746	0.914	1.535	2.217
1.898	1.407	0.879	1.969	1.344	0.949	1.297	2.679	1.312	1.516	1.152
1.033	1.176	1.371	1.453	1.746	0.086	1.167	2.918	1.276	1.504	1.004
1.894	1.344	1.477	2.516	1.547	1.090	1.360	2.403	1.223	1.413	1.025
1.957	1.691	1.258	2.021	1.332	1.360	1.504	2.593	1.199	1.382	1.045
2.742	2.590	1.111	2.207	1.648	1.250	1.413	2.886	0.605	1.130	1.427
1.610	1.391	1.785	2.079	1.360	1.371	1.703	2.856	1.660	1.933	1.598
1.781	1.104	1.238	2.243	1.348	1.104	1.493	2.504	0.562	1.367	1.746
1.703	1.324	1.243	1.348	0.625	1.403	1.590	2.582	0.547	0.926	1.856
2.068	1.590	1.427	1.155	1.013	1.179	1.465	2.926	1.364	1.566	1.179
1.785	1.336	1.100	1.914	1.375	1.025	1.312	3.129	1.336	1.559	1.215
1.965	1.625	1.161	1.508	1.571	0.602	1.230	2.524	1.057	1.465	1.848
1.041	0.969	0.871	2.100	1.382	1.190	1.418	2.774	1.276	1.644	1.356
2.230	1.938	1.473	2.253	1.672	1.465	1.636	2.520	0.621	1.378	1.973
1.734	1.340	1.068	2.360	1.562	1.559	2.104	2.973	1.225	1.602	1.173
1.258	1.371	1.610	1.961	1.731	1.167	1.453	2.742	0.695	1.617	2.465
1.543	1.336	1.617	2.332	1.922	0.859	1.246	2.731	1.441	1.758	1.310
2.253	2.215	1.199	1.660	1.076	1.243	1.477	2.863	1.236	1.413	1.253
1.922	1.688	1.531	2.029	1.832	1.246	1.493	2.500	0.312	1.176	1.856
1.949	1.500	1.734	1.903	1.430	0.602	1.769	2.719	0.738	1.336	1.738
1.769	1.579	0.754	1.348	1.049	1.543	1.805	3.289	1.196	1.468	0.996
1.504	1.057	1.149	1.086	0.781	1.173	1.461	2.672	1.394	1.598	1.489
1.668	1.290	1.465	1.766	1.676	0.731	1.500	2.660	1.009	1.516	1.344
1.579	1.025	1.246	1.508	1.167	1.164	1.453	2.387	0.832	1.164	1.820
1.863	1.301	1.124	1.134	1.456	0.352	1.364	2.480	1.766	2.045	2.230
1.625	1.253	1.504	1.879	1.886	1.382	2.025	3.254	1.188	1.695	2.301
1.942	1.758	1.394	2.041	1.610	1.387	1.438	2.555	1.079	1.310	0.844
1.613	1.230	1.324	2.387	1.848	1.017	1.225	2.672	1.292	1.585	1.292
1.707	1.547	1.344	1.360	0.504	0.598	1.093	2.061	1.508	1.695	1.274
1.033	1.286	1.250	1.468	1.430	0.715	1.033	2.844	0.676	1.004	1.844
1.890	1.688	1.316	1.336	1.270	1.041	1.520	2.602	1.130	1.356	1.164
1.871	1.484	1.344	1.550	1.707	2.100	2.441	3.211	1.246	1.446	1.253
1.610	1.746	1.049	2.057	1.427	1.727	1.926	2.980	1.093	1.427	1.176
1.886	1.310	1.100	1.410	1.574	0.550	1.093	2.750	1.004	1.407	1.427
1.155	0.734	1.114	1.949	0.215	0.914	1.340	2.617	1.328	1.520	1.364
1.715	1.528	1.176	1.636	1.097	1.320	1.555	2.605	1.973	2.230	1.602
1.524	1.382	0.961	1.276	1.738	1.652	2.009	3.125	1.461	1.840	1.672
1.875	1.668	0.453	2.660	1.571	0.816	1.297	2.590	1.301	1.493	1.061
0.207	1.057	1.535	1.496	0.848	1.695	1.910	2.898	0.930	1.489	2.190
1.727	1.332	0.809	2.403	1.364	0.976	1.418	2.524	0.531	1.441	1.898
1.930	1.508	1.225	1.512	1.809	0.480	1.446	2.316	1.422	1.590	1.072
1.707	1.456	1.403	1.754	1.582	1.468	1.781	2.856	0.988	1.286	1.167
1.413	1.360	1.524	1.973	1.427	0.746	1.173	2.789	1.207	1.528	1.243
1.933	1.793	1.727	2.512	2.378	1.111	1.391	2.605	1.025	1.155	1.086
1.976	1.574	1.859	1.985	1.520	1.407	1.668	2.769	0.672	1.236	1.453
1.602	1.265	1.387	1.805	1.547	0.789	1.215	1.910	1.190	1.441	1.196
1.886	1.664	1.547	1.957	1.613	1.207	1.413	2.598	0.301	1.883	1.155
1.456	1.352	1.610	2.310	1.820	1.301	1.465	2.378	0.121	1.559	0.253
1.965	1.750	1.185	1.281	1.104	0.961	0.973	2.508	1.045	1.301	1.276
1.164	1.041	0.922	2.243	1.508	0.922	1.413	2.985	1.378	1.547	0.715
1.734	1.253	1.297	1.344	1.274	1.433	1.621	2.504	1.037	1.378	1.121
1.473	1.276	0.535	1.167	1.371	0.441	0.985	2.441	0.290	1.898	0.688
1.493	1.378	0.000	2.926	1.918	1.215	1.480	2.676	0.906	1.336	0.820
1.875	1.324	1.593	1.524	0.348	1.258	1.453	2.480	1.290	1.566	1.100
1.632	1.364	0.617	2.301	1.223	1.281	1.656	3.098	1.410	1.446	1.253
1.918	1.430	0.894	2.152	0.585	1.246	1.403	2.473	1.531	1.856	1.528
2.629	2.407	1.061	1.766	1.199	0.890	1.212	2.836	0.742	0.809	0.559
1.734	1.524	1.310	1.312	1.348	1.320	1.520	2.430	1.276	1.668	1.262
1.945	1.290	1.348	1.910	1.215	0.660	1.217	2.734	1.265	1.524	1.149
1.093	1.324	1.152	1.149	1.789	1.204	1.528	2.922	1.017	1.332	0.906
2.167	1.930	1.188	1.774	2.045	1.324	1.446	2.473	0.072	0.945	1.621
1.769	1.382	1.262	1.223	0.976	0.344	1.025	0.290	0.204	0.731	0.731
1.684	1.090	1.382	1.238	0.000	0.190	1.290	1.632	1.324	1.535	1.270
2.029	1.699	1.134	1.832	1.364	1.320	1.433	2.520	0.493	1.083	1.528
1.903	2.086	1.375	1.312	1.190	1.029	1.356	2.610	0.562	1.316	1.777
1.886	1.559	1.378	1.468	1.037	1.176	1.446	2.574	1.348	1.555	1.068
1.719	1.543	1.004	1.508	1.566	1.378	1.550	2.364	1.149	1.274	1.061
1.844	1.364	1.246	2.648	2.037	1.394	1.585	2.253	1.324	1.679	1.356
1.926	1.528	1.324	1.582	1.387	0.992	1.117	2.715	1.456	1.742	1.223
1.777	1.484	0.930	0.816	0.942	1.017	1.348	2.566	1.137	1.398	1.155
1.672	1.413	1.134	1.215	1.121	1.371	1.668	3.094	1.265	1.547	1.360
1.871	1.217	1.727	1.679	1.707	1.348	1.574	2.664	1.344	1.691	1.152
0.918	1.286	1.276	2.207	1.550	1.418	1.644	2.281	1.246	1.582	1.320
1.820	1.731	1.045	1.312	1.430	0.715	1.196	2.758	0.949	1.057	1.585
1.672	1.364	1.270	1.449	1.265	1.053	1.477	2.871	1.453	1.679	1.286
1.371	1.438	0.387	2.086	1.176	1.258	1.453	2.468	0.582	1.290	2.190
1.090	0.805	0.867	2.045	1.270	0.493	1.274	2.695	1.152	1.531	1.130
1.199	1.021	1.100	1.276	1.152	1.243	1.512	2.500	1.493	1.668	1.292
1.324	1.403	1.057	2.037	1.348	1.305	1.504	2.585	1.236	1.468	1.068
1.104	1.009	1.061	2.114	1.456	1.301	1.410	2.555	0.793	1.468	1.433
1.176	1.121	1.418	1.449	1.130	1.049	1.644	3.309	0.856	1.236	1.100
1.840	1.456	0.660	2.590	1.656	0.258	1.161	2.310	1.356	1.582	1.017
0.985	0.484	1.496	2.025	1.602	1.449	1.664	2.672	1.199	1.316	0.898
1.640	1.332	1.086	1.727	1.777	0.832	1.185	2.559	1.468	1.723	1.590
1.508	1.332	0.769	2.134	1.262	1.985	2.243	2.762	0.524	1.367	1.922
1.579	1.090	1.049	1.758	1.025	1.223	1.668	3.207	1.185	1.593	1.364
1.684	1.528	1.196	1.053	1.449	0.875	1.512	3.117	1.049	1.446	1.320
1.520	1.238	0.777	1.973	1.422	1.061	1.621	2.840	0.660	1.265	0.480
1.660	1.461	1.083	1.137	1.605	0.769	1.124	2.605	1.375	1.636	0.918
1.344	0.762	1.484	1.238	0.863	0.851	1.290	2.621	1.453	1.762	1.305
1.602	1.204	1.009	1.276	1.496	0.715	1.236	2.965	1.398	1.777	1.555
1.493	1.305	0.942	1.053	1.832	1.629	1.734	2.535	0.387	0.840	1.867
1.988	1.562	1.336	1.758	0.621	0.676	1.610	2.703	1.207	1.500	1.173
1.504	1.378	0.879	1.605	1.281	1.750	1.973	3.211	1.029	1.265	1.013
1.582	1.143	1.489	2.324	1.965	1.149	1.243	2.738	1.243	1.598	1.223
1.711	1.410	0.898	1.367	1.382	0.848	1.173	2.672	1.629	1.766	0.473
1.750	1.297	0.961	1.236	1.025	1.225	1.856	3.277	1.079	1.371	1.212
1.875	1.422	1.398	2.212	1.550	1.292	1.477	2.398	1.199	1.461	1.093
1.746	1.378	0.906	1.223	1.410	1.215	1.336	2.758	1.547	1.801	1.250
1.707	1.500	1.045	0.918	1.328	0.086	1.152	2.781	0.076	1.805	0.875
1.922	1.430	1.137	1.719	1.668	1.262	1.360	2.465	1.286	1.672	1.310
1.832	1.453	1.265	2.407	1.610	2.076	2.238	2.793	0.809	1.117	1.886
1.758	1.427	1.164	2.037	1.332	0.276	0.980	2.598	1.292	1.598	1.225
1.543	1.738	1.072	2.021	1.265	1.292	1.886	2.212	0.949	1.504	1.528
1.824	1.394	1.223	1.281	1.276	1.489	1.785	3.098	1.274	1.562	1.413
1.598	1.656	1.328	2.041	1.585	1.004	1.484	2.836	1.274	1.539	1.348
1.676	1.446	0.848	1.410	1.598	0.699	1.223	2.504	1.013	1.433	0.762
1.610	1.348	1.173	1.585	0.848	0.805	1.473	1.292	1.508	1.812	1.715
1.719	1.398	1.185	1.468	0.969	1.246	1.253	2.500	1.188	1.613	2.164
1.276	1.176	1.025	2.236	1.332	1.340	1.453	2.571	0.143	1.699	0.801
1.613	1.364	1.320	1.072	0.949	1.328	1.571	2.894	0.504	1.340	1.816
1.672	1.528	1.360	1.528	1.316	1.270	1.550	2.427	1.111	1.539	1.137
1.520	1.286	0.973	1.265	1.520	1.441	1.480	2.610	0.980	1.204	0.996
1.305	1.190	0.914	2.176	1.605	1.212	1.524	2.520	0.562	1.061	1.922
1.875	1.508	1.391	1.312	1.204	1.328	1.407	2.453	1.441	1.679	1.480
1.398	1.029	0.988	1.433	1.188	1.041	1.281	2.480	0.496	1.265	1.851
0.746	1.114	1.164	2.049	1.516	1.215	1.438	2.723	0.344	1.382	1.840
1.332	0.988	1.161	1.961	1.250	0.433	1.225	2.742	0.785	1.286	0.840
1.727	1.352	1.246	1.190	0.996	1.328	1.535	2.496	1.364	1.590	1.223
1.777	1.430	1.310	2.292	1.844	1.270	1.695	2.976	0.660	1.274	2.124
1.734	1.367	0.965	1.427	1.691	1.243	1.524	2.679	1.037	1.398	0.723
1.957	1.590	1.196	1.524	1.223	1.410	1.539	2.555	0.524	1.286	1.988
1.863	1.480	1.652	2.543	2.114	1.140	1.360	2.555	1.041	1.473	2.057
1.590	1.173	1.382	1.918	1.236	1.332	1.332	2.433	1.134	1.504	1.167
1.332	1.104	1.441	1.727	1.727	1.403	1.652	2.512	1.286	1.403	0.985
1.812	1.668	1.418	1.340	1.149	1.382	1.493	2.574	1.083	1.433	0.903
1.433	1.258	1.196	1.610	1.207	1.328	1.598	2.422	1.199	1.461	1.045
1.762	1.438	0.820	1.167	1.258	1.449	1.512	2.543	1.013	1.427	0.988
1.593	1.121	1.547	1.422	1.774	1.656	1.859	2.910	1.083	1.441	1.009
1.610	1.394	1.199	0.824	1.656	1.137	1.484	2.664	1.176	1.344	1.688
1.500	1.243	0.949	2.292	1.312	0.820	1.121	2.562	1.243	1.364	1.312
1.945	1.598	1.446	1.953	1.555	0.793	1.382	2.844	1.610	1.867	1.660
1.996	1.727	1.236	2.004	1.427	1.585	1.848	2.742	0.394	0.898	1.949
1.961	1.262	1.332	1.453	0.668	1.465	1.742	2.769	1.468	1.886	2.301
1.699	1.449	1.090	2.068	1.212	1.441	1.602	2.348	0.774	1.387	2.013
1.672	1.480	1.348	1.574	1.262	0.324	1.149	1.378	0.344	1.356	1.906
1.731	1.344	1.199	1.057	1.033	1.068	1.543	2.286	0.524	1.161	1.886
1.508	1.246	1.215	1.945	1.571	0.980	1.352	2.746	1.207	1.493	1.265
1.824	1.644	1.161	1.188	0.910	1.188	1.531	2.593	1.356	1.579	1.253
1.605	1.164	1.086	1.809	1.316	1.281	1.465	2.582	1.344	1.559	1.250
1.155	0.926	1.049	1.188	1.742	0.976	1.524	3.043	1.430	1.644	1.134
1.758	1.550	1.185	1.336	1.305	1.290	1.585	2.598	0.418	1.446	0.949
0.473	0.859	1.152	1.867	0.836	1.243	1.407	2.290	0.246	0.926	1.875
1.117	0.185	1.531	1.824	1.045	1.100	1.391	2.550	0.185	1.286	1.879
1.980	1.520	1.356	1.676	1.111	1.535	1.648	2.375	0.754	1.204	1.918
1.562	1.286	1.265	1.212	1.528	1.121	2.025	2.602	1.230	1.555	1.130
1.961	1.418	1.360	1.636	1.433	1.305	1.559	2.516	1.086	1.360	0.480
1.848	1.617	1.262	1.922	1.161	1.640	1.890	3.086	1.076	1.356	1.199
1.867	1.468	1.433	2.274	1.871	1.121	1.508	2.413	1.320	1.555	0.961
2.152	2.029	1.660	2.140	1.875	1.422	1.660	2.605	1.164	1.336	1.076
1.531	1.124	1.528	2.433	1.851	0.644	1.593	2.992	1.316	1.461	0.985
1.918	1.547	1.407	1.965	1.809	0.903	1.430	2.801	1.161	1.398	1.072
1.731	1.378	1.149	1.848	0.610	0.965	1.021	2.524	0.781	1.111	1.879
1.797	1.636	1.427	2.230	1.453	0.574	1.025	2.590	1.049	1.276	1.037
1.629	1.356	1.155	2.310	1.528	1.750	1.942	2.762	0.750	1.348	2.009
1.413	1.068	1.375	1.508	1.382	1.223	1.632	2.684	0.621	1.286	1.605
1.703	1.508	1.625	1.676	1.453	1.438	1.664	2.672	0.723	1.121	1.559
0.938	0.731	0.918	2.009	1.188	1.290	1.258	2.610	1.049	1.449	2.212
1.504	1.344	1.320	2.161	1.418	1.104	1.316	2.524	1.196	1.547	1.079
1.504	1.352	1.196	1.512	1.430	0.871	1.413	2.816	1.253	1.644	1.167
1.636	1.336	1.336	1.204	1.352	0.449	1.090	2.879	0.922	1.422	1.114
1.750	1.543	1.413	0.793	0.000	1.292	1.579	2.547	0.000	0.582	0.711
1.679	1.543	1.130	1.336	1.143	0.980	1.281	2.684	0.190	1.403	1.942
1.155	1.348	1.000	1.500	1.468	0.742	1.340	2.524	1.152	1.422	1.013
1.500	1.371	1.496	1.161	1.149	1.013	1.225	2.679	0.707	1.083	1.703
1.769	1.281	1.292	2.000	1.297	0.985	1.660	2.973	0.320	1.143	1.785
1.531	1.305	1.204	1.579	1.212	1.212	1.398	2.422	1.041	1.438	1.566
1.579	1.516	1.500	2.117	1.215	1.652	1.867	2.489	0.212	1.332	1.980
1.500	1.336	1.427	1.711	1.270	1.167	1.695	3.074	1.418	1.766	1.290
2.009	1.699	1.625	1.894	1.516	1.230	1.758	3.047	0.801	1.258	2.004
1.403	1.161	1.461	1.816	1.579	1.676	1.820	2.422	1.262	1.555	0.711
1.167	1.652	1.465	2.441	1.883	1.660	1.816	2.605	1.433	1.695	1.324
1.617	1.316	1.083	1.262	1.173	0.894	1.332	3.063	0.801	1.215	0.969
1.316	0.953	1.281	1.598	1.430	1.164	1.371	2.566	1.290	1.585	1.155
1.190	1.418	1.292	1.305	1.053	0.942	1.453	2.610	0.933	1.328	1.539
1.750	1.543	1.230	1.301	1.176	0.863	1.356	2.988	0.489	1.185	1.781
1.371	1.378	1.104	1.324	1.512	1.199	1.500	2.433	0.774	1.290	1.262
1.867	1.149	1.703	1.914	1.378	1.403	1.676	3.055	1.305	1.364	0.949
1.742	1.316	1.336	1.438	1.097	1.161	1.617	3.148	1.348	1.449	1.332
1.508	1.328	1.253	1.953	1.433	0.617	1.250	2.571	1.640	1.777	1.290
1.816	1.585	1.310	2.124	1.571	1.777	2.041	3.133	0.438	1.143	1.992
1.456	1.676	1.250	1.824	1.446	1.093	1.305	2.617	1.223	1.493	1.049
1.461	1.217	1.305	1.375	0.617	0.672	1.276	0.871	0.225	1.961	0.550
1.407	1.199	1.137	2.477	1.632	1.204	1.438	2.453	1.290	1.543	1.312
1.571	1.403	1.243	1.914	1.391	0.890	1.225	2.629	1.217	1.427	0.832
1.903	1.456	0.427	2.477	1.605	1.465	1.723	2.797	0.886	1.410	2.276
1.636	1.190	0.025	2.305	1.391	1.305	1.484	2.579	1.083	1.391	1.212
1.559	1.316	1.378	1.301	1.041	1.025	1.328	2.656	0.602	0.996	1.738
1.890	1.602	1.276	1.356	1.152	1.037	1.593	2.559	0.610	1.332	2.134
1.949	1.387	1.571	1.550	1.033	0.988	1.053	2.528	1.097	1.413	0.910
2.057	1.427	0.976	2.093	1.387	1.114	1.312	2.453	0.531	1.143	0.000
1.805	1.344	0.762	0.942	1.152	1.246	1.496	2.559	0.766	1.340	1.543
1.571	1.045	1.371	2.000	1.427	1.196	1.867	2.715	1.484	1.918	1.281
1.875	1.648	1.382	1.072	1.316	0.824	1.161	2.625	1.394	1.547	0.820
1.836	1.340	1.104	1.980	1.508	0.930	1.199	2.535	1.410	1.754	1.332
1.364	1.083	1.403	1.562	1.230	1.149	1.468	2.593	1.196	1.422	1.217
